# CSV-File created with merge-csv.com
# -----------------------------------------------------------

ContractTitle,ContractDate,ContractAmount,ContractDescription,Location           ,LEEDCertificationLevel,Architect/Contractor,SustainabilityRatings,ProjectTimeline,RenewableEnergyUse,WasteManagementPractices,WaterEfficiency,MaterialsSourcing,SustainabilityGoals,Eco-Friendly
Green Office Building,3/17/2016,47219207,Energy-efficient design,City Centre,LEED Silver,Sustainable Builders,ISO 14001,11/4/2023,38,Limited,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,4/8/2013,56450817,LEED Platinum certified,Downtown,LEED Silver,Green Architects Inc.,LEED,2/27/2024,61,Limited,low-flow,reclaimed,30% reduction in energy use,true
Eco Elementary School,8/31/2006,21582388,Rainwater harvesting,City Centre,LEED Silver,Sustainable Builders,LEED,9/7/2023,37,Limited,low-flow,local,40% reduction in energy use,true
Green Office Building,10/21/2014,14687786,Energy-efficient design,Town Square,LEED Gold,Eco-Friendly Designs,LEED,12/27/2023,4,Yes,high-efficiency,certified,40% reduction in energy use,false
Eco Elementary School,11/24/2007,48647442,Rainwater harvesting,Metropolitan Area,LEED Silver,EcoBuild Constructions,LEED,11/15/2023,74,No,high-efficiency,sustainable,40% reduction in energy use,true
Green Office Building,1/10/2020,68861848,Green roof,Metropolitan Area,LEED Silver,Green Architects Inc.,LEED,9/23/2023,75,No,low-flow,reclaimed,40% reduction in energy use,true
Eco Elementary School,6/21/2021,69561232,Green roof,Central District,LEED Certified,Sustainable Builders,LEED,10/4/2023,41,Yes,low-flow,certified,30% reduction in energy use,true
Eco Elementary School,10/23/2022,72328577,Renewable energy sources,Central District,LEED Gold,Eco-Friendly Designs,LEED,8/8/2023,77,Limited,high-efficiency,reclaimed,40% reduction in energy use,false
Eco Elementary School,7/9/2014,13886081,Rainwater harvesting,Metropolitan Area,LEED Certified,EcoBuild Constructions,LEED,10/11/2023,4,Limited,high-efficiency,certified,40% reduction in energy use,false
Green Office Building,4/14/2013,54492804,Energy-efficient design,Central District,LEED Silver,EcoBuild Constructions,LEED,8/22/2023,76,No,high-efficiency,certified,25% reduction in energy use,true
Green Office Building,5/23/2010,66155119,Rainwater harvesting,Metropolitan Area,LEED Certified,EcoBuild Constructions,Green Globes,11/14/2023,27,Yes,low-flow,recycled,40% reduction in energy use,true
Eco Elementary School,6/23/2017,35692838,LEED Platinum certified,Downtown,LEED Silver,Green Architects Inc.,LEED,6/23/2023,7,Limited,low-flow,reclaimed,40% reduction in energy use,true
Green Office Building,7/16/2023,51033878,Green roof,City Centre,LEED Silver,Green Building Solutions,LEED,8/5/2023,48,Limited,low-flow,recycled,40% reduction in energy use,false
Eco Elementary School,12/30/2011,61882322,LEED Platinum certified,Town Square,LEED Silver,Green Architects Inc.,ENERGY STAR Certified,8/17/2023,13,Yes,high-efficiency,certified,30% reduction in energy use,false
Green Office Building,10/6/2012,50655724,Energy-efficient design,Central District,LEED Certified,Green Building Solutions,LEED,6/5/2023,73,Yes,low-flow,certified,40% reduction in energy use,true
Sustainable Library,6/22/2019,79813453,Green roof,Town Square,LEED Silver,Green Architects Inc.,ENERGY STAR Certified,11/24/2023,80,Yes,low-flow,reclaimed,40% reduction in energy use,false
Green Office Building,2/7/2010,25287929,Renewable energy sources,City Centre,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,10/22/2023,80,Yes,high-efficiency,certified,30% reduction in energy use,false
Green Office Building,7/9/2020,99738912,Rainwater harvesting,City Centre,LEED Certified,Eco-Friendly Designs,LEED,8/8/2023,46,Limited,low-flow,recycled,40% reduction in energy use,false
Eco Elementary School,6/15/2006,19612994,Rainwater harvesting,City Centre,LEED Certified,Sustainable Builders,ISO 14001,11/3/2023,81,No,high-efficiency,reclaimed,30% reduction in energy use,false
Green Office Building,4/20/2010,2831308,LEED Platinum certified,Metropolitan Area,LEED Gold,Green Architects Inc.,LEED,11/22/2023,4,Yes,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,1/29/2018,62261238,Rainwater harvesting,Downtown,LEED Certified,Eco-Friendly Designs,LEED,11/15/2023,33,No,high-efficiency,reclaimed,40% reduction in energy use,true
Eco Elementary School,11/11/2022,2821514,Renewable energy sources,Metropolitan Area,LEED Gold,Green Building Solutions,LEED,1/16/2024,20,Limited,low-flow,certified,40% reduction in energy use,true
Sustainable Library,10/16/2006,21170338,Renewable energy sources,Metropolitan Area,LEED Certified,Green Building Solutions,ENERGY STAR Certified,8/20/2023,58,Yes,low-flow,certified,40% reduction in energy use,true
Sustainable Library,3/19/2011,31533159,Rainwater harvesting,Central District,LEED Certified,Eco-Friendly Designs,ISO 14001,12/28/2023,79,No,high-efficiency,sustainable,25% reduction in energy use,true
Green Office Building,8/20/2016,47376567,Energy-efficient design,Central District,LEED Certified,EcoBuild Constructions,LEED,10/1/2023,65,Limited,high-efficiency,reclaimed,40% reduction in energy use,true
Green Office Building,7/14/2020,89966206,Renewable energy sources,Central District,Not Applicable,Green Building Solutions,LEED,6/1/2023,45,Yes,high-efficiency,recycled,25% reduction in energy use,false
Green Office Building,10/3/2010,4580815,Rainwater harvesting,Metropolitan Area,Not Applicable,EcoBuild Constructions,ENERGY STAR Certified,10/10/2023,68,Yes,high-efficiency,sustainable,30% reduction in energy use,false
Eco Elementary School,8/31/2011,42389467,LEED Platinum certified,Metropolitan Area,LEED Gold,Green Architects Inc.,LEED,12/9/2023,93,Limited,low-flow,certified,30% reduction in energy use,false
Sustainable Library,12/13/2010,95936180,Green roof,Town Square,LEED Certified,Green Architects Inc.,LEED,7/4/2023,36,No,low-flow,sustainable,30% reduction in energy use,false
Eco Elementary School,3/23/2021,49827161,Energy-efficient design,Downtown,LEED Silver,Sustainable Builders,LEED,7/19/2023,19,Yes,high-efficiency,certified,30% reduction in energy use,true
Green Office Building,7/22/2016,78721037,Green roof,Downtown,LEED Certified,Eco-Friendly Designs,LEED,9/19/2023,70,No,low-flow,certified,30% reduction in energy use,false
Green Office Building,3/6/2008,35267384,Rainwater harvesting,Metropolitan Area,LEED Platinum,EcoBuild Constructions,LEED,2/13/2024,64,No,high-efficiency,local,40% reduction in energy use,false
Eco Elementary School,3/1/2012,17086861,Rainwater harvesting,Central District,LEED Certified,EcoBuild Constructions,LEED,8/24/2023,84,Limited,high-efficiency,certified,30% reduction in energy use,false
Sustainable Library,4/20/2019,22386025,Rainwater harvesting,Central District,LEED Silver,Green Architects Inc.,LEED,11/30/2023,76,Yes,low-flow,reclaimed,40% reduction in energy use,true
Green Office Building,3/28/2017,51411333,LEED Platinum certified,Downtown,LEED Certified,Sustainable Builders,Green Globes,3/1/2024,21,Limited,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,12/13/2022,20503416,Energy-efficient design,Central District,LEED Gold,Green Architects Inc.,ENERGY STAR Certified,12/18/2023,9,No,low-flow,certified,25% reduction in energy use,false
Sustainable Library,12/24/2017,5808304,Rainwater harvesting,Metropolitan Area,LEED Silver,Green Architects Inc.,LEED,10/11/2023,16,Limited,high-efficiency,sustainable,25% reduction in energy use,false
Sustainable Library,4/28/2021,18477034,Green roof,Downtown,LEED Gold,Sustainable Builders,LEED,3/9/2024,76,Yes,low-flow,certified,40% reduction in energy use,false
Green Office Building,9/13/2022,32628812,Energy-efficient design,Central District,LEED Gold,Sustainable Builders,LEED,10/12/2023,33,No,low-flow,certified,40% reduction in energy use,false
Green Office Building,12/14/2017,35045560,Rainwater harvesting,Downtown,LEED Silver,Sustainable Builders,Green Globes,5/25/2023,29,Limited,high-efficiency,reclaimed,40% reduction in energy use,true
Eco Elementary School,9/13/2013,57538657,Energy-efficient design,Central District,LEED Silver,Sustainable Builders,LEED,8/13/2023,25,Limited,low-flow,certified,40% reduction in energy use,true
Sustainable Library,6/12/2011,34288617,Green roof,Downtown,LEED Certified,Green Building Solutions,ENERGY STAR Certified,9/9/2023,83,No,high-efficiency,sustainable,30% reduction in energy use,false
Sustainable Library,1/17/2015,84211178,Green roof,Metropolitan Area,Not Applicable,Green Architects Inc.,LEED,9/23/2023,96,No,high-efficiency,certified,30% reduction in energy use,true
Eco Elementary School,7/13/2010,49499244,Rainwater harvesting,City Centre,LEED Certified,EcoBuild Constructions,LEED,10/26/2023,13,Yes,high-efficiency,certified,25% reduction in energy use,true
Green Office Building,6/8/2012,95258064,Green roof,City Centre,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,10/28/2023,4,Yes,low-flow,certified,30% reduction in energy use,true
Eco Elementary School,5/21/2021,6216460,Energy-efficient design,City Centre,LEED Silver,Sustainable Builders,LEED,7/15/2023,94,No,low-flow,certified,40% reduction in energy use,false
Sustainable Library,2/20/2021,17021134,Renewable energy sources,City Centre,LEED Silver,Green Building Solutions,ENERGY STAR Certified,7/9/2023,15,Limited,high-efficiency,reclaimed,40% reduction in energy use,false
Green Office Building,7/11/2023,28047602,Rainwater harvesting,Central District,LEED Gold,EcoBuild Constructions,ENERGY STAR Certified,1/3/2024,43,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Eco Elementary School,1/21/2010,85948674,Energy-efficient design,Central District,LEED Certified,Sustainable Builders,LEED,1/1/2024,88,Limited,high-efficiency,sustainable,40% reduction in energy use,true
Eco Elementary School,5/13/2012,17435587,Rainwater harvesting,City Centre,LEED Certified,Green Building Solutions,LEED,10/10/2023,30,Yes,high-efficiency,certified,40% reduction in energy use,false
Sustainable Library,1/5/2023,57135918,Renewable energy sources,Town Square,LEED Gold,Green Building Solutions,Green Globes,8/21/2023,15,Yes,low-flow,certified,40% reduction in energy use,false
Green Office Building,4/10/2008,14137164,LEED Platinum certified,Town Square,LEED Certified,Eco-Friendly Designs,LEED,3/2/2024,64,No,high-efficiency,local,40% reduction in energy use,false
Eco Elementary School,6/30/2012,82952167,Green roof,Metropolitan Area,LEED Certified,Eco-Friendly Designs,LEED,2/27/2024,9,No,low-flow,certified,40% reduction in energy use,false
Sustainable Library,3/13/2008,59107834,Rainwater harvesting,Downtown,LEED Certified,Eco-Friendly Designs,LEED,6/1/2023,11,Yes,high-efficiency,local,40% reduction in energy use,true
Eco Elementary School,2/19/2013,54534862,Energy-efficient design,Town Square,Not Applicable,Green Building Solutions,LEED,5/30/2023,12,No,low-flow,sustainable,30% reduction in energy use,true
Eco Elementary School,10/19/2007,33105501,Renewable energy sources,Metropolitan Area,LEED Silver,Green Architects Inc.,ENERGY STAR Certified,5/25/2023,67,Yes,high-efficiency,local,40% reduction in energy use,false
Sustainable Library,10/7/2022,34209034,LEED Platinum certified,Central District,LEED Silver,Sustainable Builders,Green Globes,10/23/2023,1,Limited,high-efficiency,local,40% reduction in energy use,true
Sustainable Library,5/13/2007,11729345,Rainwater harvesting,Central District,LEED Silver,Green Architects Inc.,LEED,2/10/2024,60,Limited,low-flow,certified,30% reduction in energy use,false
Sustainable Library,3/31/2013,78986472,Energy-efficient design,Central District,Not Applicable,EcoBuild Constructions,LEED,10/24/2023,72,Limited,high-efficiency,certified,40% reduction in energy use,false
Sustainable Library,2/6/2012,34892439,Green roof,City Centre,LEED Silver,EcoBuild Constructions,LEED,11/6/2023,77,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Sustainable Library,9/6/2008,79132798,Energy-efficient design,Metropolitan Area,LEED Gold,Green Building Solutions,Green Globes,7/3/2023,23,Yes,low-flow,reclaimed,40% reduction in energy use,true
Green Office Building,10/12/2007,74892225,Energy-efficient design,Metropolitan Area,LEED Silver,Green Architects Inc.,LEED,6/12/2023,46,Yes,low-flow,sustainable,40% reduction in energy use,true
Green Office Building,1/11/2018,28292499,Rainwater harvesting,Metropolitan Area,LEED Gold,EcoBuild Constructions,ENERGY STAR Certified,8/23/2023,50,Yes,low-flow,sustainable,40% reduction in energy use,false
Sustainable Library,3/11/2007,59968385,Green roof,Metropolitan Area,LEED Silver,Green Architects Inc.,ENERGY STAR Certified,9/24/2023,64,Limited,low-flow,reclaimed,40% reduction in energy use,false
Green Office Building,7/2/2015,50416949,Rainwater harvesting,Town Square,LEED Gold,Green Building Solutions,ENERGY STAR Certified,8/13/2023,3,Yes,high-efficiency,sustainable,30% reduction in energy use,true
Sustainable Library,11/8/2021,18442994,LEED Platinum certified,Downtown,Not Applicable,Eco-Friendly Designs,LEED,9/3/2023,100,Yes,low-flow,certified,40% reduction in energy use,false
Eco Elementary School,1/6/2023,85120621,Green roof,Metropolitan Area,LEED Certified,Sustainable Builders,LEED,11/22/2023,42,Limited,high-efficiency,sustainable,30% reduction in energy use,false
Green Office Building,12/18/2019,21003411,LEED Platinum certified,Central District,LEED Gold,Green Architects Inc.,LEED,2/22/2024,37,Yes,high-efficiency,certified,30% reduction in energy use,true
Sustainable Library,5/28/2010,80418588,Energy-efficient design,City Centre,LEED Platinum,Green Building Solutions,LEED,6/2/2023,27,Yes,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,6/13/2022,19377933,Green roof,Downtown,LEED Platinum,Green Architects Inc.,LEED,2/9/2024,94,No,high-efficiency,certified,40% reduction in energy use,false
Sustainable Library,2/16/2009,157411,Rainwater harvesting,Metropolitan Area,LEED Silver,Eco-Friendly Designs,ENERGY STAR Certified,10/8/2023,60,Limited,low-flow,certified,40% reduction in energy use,true
Green Office Building,4/14/2019,92442768,Green roof,Downtown,LEED Silver,EcoBuild Constructions,ENERGY STAR Certified,12/20/2023,94,Yes,high-efficiency,local,30% reduction in energy use,true
Green Office Building,1/22/2019,36509263,Energy-efficient design,Central District,LEED Silver,Green Architects Inc.,LEED,2/2/2024,90,No,low-flow,sustainable,40% reduction in energy use,true
Green Office Building,3/23/2022,27109451,LEED Platinum certified,Central District,LEED Silver,Eco-Friendly Designs,LEED,6/22/2023,43,Limited,low-flow,reclaimed,40% reduction in energy use,true
Sustainable Library,8/12/2022,8464579,Renewable energy sources,Central District,LEED Certified,Green Building Solutions,ENERGY STAR Certified,8/20/2023,2,No,low-flow,sustainable,40% reduction in energy use,true
Eco Elementary School,7/12/2018,6244954,LEED Platinum certified,City Centre,LEED Certified,Green Architects Inc.,LEED,8/27/2023,65,Limited,high-efficiency,sustainable,40% reduction in energy use,false
Green Office Building,1/17/2020,5314575,LEED Platinum certified,City Centre,LEED Certified,Sustainable Builders,LEED,6/16/2023,47,Limited,high-efficiency,local,30% reduction in energy use,true
Sustainable Library,7/16/2022,93233418,Renewable energy sources,Central District,LEED Gold,Eco-Friendly Designs,LEED,12/24/2023,58,Yes,low-flow,certified,40% reduction in energy use,true
Green Office Building,9/19/2015,25053130,Energy-efficient design,Metropolitan Area,LEED Silver,Sustainable Builders,LEED,6/12/2023,18,No,high-efficiency,sustainable,40% reduction in energy use,false
Green Office Building,9/4/2014,49128411,Green roof,City Centre,LEED Gold,Green Building Solutions,ISO 14001,6/30/2023,3,Limited,high-efficiency,certified,40% reduction in energy use,false
Green Office Building,3/31/2018,9539043,Energy-efficient design,Central District,LEED Silver,Green Architects Inc.,LEED,8/10/2023,63,Limited,high-efficiency,reclaimed,25% reduction in energy use,true
