ContractTitle,ContractDate,ContractAmount,ContractDescription,Location           ,LEEDCertificationLevel,Architect/Contractor,SustainabilityRatings,ProjectTimeline,RenewableEnergyUse,WasteManagementPractices,WaterEfficiency,MaterialsSourcing,SustainabilityGoals,Eco-Friendly
Sustainable Library,11/5/2019,1667231,Green roof,Metropolitan Area,LEED Silver,Eco-Friendly Designs,LEED,10/16/2023,39,Yes,low-flow,certified,40% reduction in energy use,true
Green Office Building,12/6/2008,71184701,Rainwater harvesting,Metropolitan Area,LEED Gold,Eco-Friendly Designs,LEED,9/16/2023,72,Limited,high-efficiency,certified,30% reduction in energy use,false
Eco Elementary School,3/14/2008,37789571,Renewable energy sources,Downtown,LEED Gold,Green Building Solutions,LEED,3/7/2024,60,No,high-efficiency,sustainable,30% reduction in energy use,true
Eco Elementary School,4/12/2008,82995254,LEED Platinum certified,Central District,LEED Certified,Eco-Friendly Designs,LEED,7/26/2023,82,Limited,low-flow,sustainable,40% reduction in energy use,false
Sustainable Library,10/10/2009,71654749,Renewable energy sources,Central District,LEED Certified,Eco-Friendly Designs,Green Globes,12/22/2023,76,Yes,high-efficiency,sustainable,40% reduction in energy use,false
Eco Elementary School,4/24/2010,60815474,LEED Platinum certified,City Centre,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,9/25/2023,78,Yes,high-efficiency,reclaimed,40% reduction in energy use,false
Eco Elementary School,4/30/2017,65415875,Rainwater harvesting,Town Square,LEED Silver,EcoBuild Constructions,LEED,11/11/2023,27,Yes,low-flow,sustainable,40% reduction in energy use,false
Eco Elementary School,6/2/2010,77710177,Green roof,Downtown,LEED Gold,Green Building Solutions,ENERGY STAR Certified,7/21/2023,34,Yes,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,5/17/2015,37637546,Energy-efficient design,City Centre,LEED Silver,Green Architects Inc.,LEED,11/24/2023,59,Limited,low-flow,certified,30% reduction in energy use,false
Green Office Building,2/26/2014,41585887,Rainwater harvesting,Metropolitan Area,Not Applicable,Green Building Solutions,ISO 14001,2/3/2024,45,Yes,low-flow,reclaimed,40% reduction in energy use,false
Eco Elementary School,11/14/2011,37920418,Energy-efficient design,City Centre,LEED Certified,Sustainable Builders,LEED,1/16/2024,75,No,high-efficiency,local,40% reduction in energy use,true
Green Office Building,7/8/2015,17939630,Renewable energy sources,City Centre,LEED Certified,Sustainable Builders,LEED,5/28/2023,1,Yes,high-efficiency,sustainable,25% reduction in energy use,false
Eco Elementary School,9/18/2015,89701674,Energy-efficient design,Downtown,LEED Certified,EcoBuild Constructions,LEED,11/12/2023,61,No,low-flow,certified,40% reduction in energy use,false
Sustainable Library,4/11/2014,84796348,Rainwater harvesting,Metropolitan Area,LEED Certified,Green Building Solutions,LEED,8/31/2023,28,Limited,high-efficiency,recycled,40% reduction in energy use,true
Sustainable Library,10/24/2013,46575060,Green roof,City Centre,LEED Platinum,Sustainable Builders,LEED,7/14/2023,56,No,high-efficiency,reclaimed,40% reduction in energy use,true
Eco Elementary School,2/10/2023,90668591,Renewable energy sources,Metropolitan Area,LEED Silver,Sustainable Builders,ISO 14001,6/24/2023,75,Yes,high-efficiency,reclaimed,40% reduction in energy use,false
Sustainable Library,8/14/2014,27141322,Rainwater harvesting,Downtown,LEED Certified,Sustainable Builders,LEED,1/15/2024,80,Yes,low-flow,sustainable,40% reduction in energy use,false
Eco Elementary School,12/25/2013,16380559,Green roof,Central District,LEED Silver,Green Building Solutions,LEED,3/7/2024,5,No,low-flow,certified,40% reduction in energy use,false
Eco Elementary School,2/3/2018,59215048,LEED Platinum certified,Metropolitan Area,Not Applicable,Green Architects Inc.,ENERGY STAR Certified,6/16/2023,27,Yes,high-efficiency,sustainable,40% reduction in energy use,false
Eco Elementary School,3/8/2006,2241510,Energy-efficient design,Metropolitan Area,Not Applicable,Green Architects Inc.,LEED,6/26/2023,32,Limited,low-flow,sustainable,25% reduction in energy use,false
Green Office Building,7/17/2022,61303876,Renewable energy sources,City Centre,LEED Certified,Eco-Friendly Designs,LEED,1/26/2024,43,Yes,high-efficiency,certified,40% reduction in energy use,false
Sustainable Library,8/31/2006,30003514,Renewable energy sources,Central District,LEED Certified,Eco-Friendly Designs,ISO 14001,5/27/2023,70,No,high-efficiency,reclaimed,25% reduction in energy use,false
Sustainable Library,8/27/2015,30205321,Energy-efficient design,Downtown,LEED Silver,Green Architects Inc.,LEED,10/10/2023,3,Yes,high-efficiency,reclaimed,40% reduction in energy use,true
Green Office Building,12/26/2010,70736542,Green roof,Central District,LEED Silver,Sustainable Builders,ISO 14001,12/16/2023,32,Limited,high-efficiency,reclaimed,40% reduction in energy use,true
Green Office Building,3/10/2021,20751971,Renewable energy sources,Town Square,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,10/15/2023,96,No,low-flow,recycled,30% reduction in energy use,false
Green Office Building,6/8/2016,36094759,LEED Platinum certified,Metropolitan Area,LEED Silver,Sustainable Builders,Green Globes,9/2/2023,42,Limited,high-efficiency,local,40% reduction in energy use,false
Eco Elementary School,8/26/2020,37066398,Energy-efficient design,Town Square,LEED Silver,Sustainable Builders,ENERGY STAR Certified,10/14/2023,23,Yes,high-efficiency,reclaimed,40% reduction in energy use,false
Sustainable Library,3/31/2016,68895288,Renewable energy sources,Metropolitan Area,LEED Gold,Sustainable Builders,Green Globes,2/4/2024,16,Yes,low-flow,sustainable,40% reduction in energy use,true
Sustainable Library,2/27/2014,40763643,Rainwater harvesting,Downtown,LEED Certified,Sustainable Builders,Green Globes,10/28/2023,93,Limited,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,8/28/2007,93303026,Renewable energy sources,Metropolitan Area,LEED Platinum,Green Architects Inc.,Green Globes,6/22/2023,82,Yes,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,5/29/2022,35964492,Green roof,Central District,LEED Platinum,EcoBuild Constructions,LEED,11/13/2023,70,Limited,high-efficiency,sustainable,40% reduction in energy use,false
Sustainable Library,12/30/2006,19309750,Green roof,Central District,LEED Certified,Green Architects Inc.,Green Globes,9/20/2023,10,Limited,high-efficiency,local,40% reduction in energy use,false
Sustainable Library,1/30/2006,76387120,Renewable energy sources,Downtown,Not Applicable,Green Building Solutions,ENERGY STAR Certified,12/25/2023,41,Limited,high-efficiency,local,30% reduction in energy use,false
Eco Elementary School,8/11/2020,32395678,LEED Platinum certified,Central District,LEED Silver,Green Architects Inc.,ISO 14001,12/31/2023,19,Limited,high-efficiency,local,40% reduction in energy use,false
Sustainable Library,12/1/2022,47659295,Rainwater harvesting,City Centre,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,2/14/2024,3,Limited,high-efficiency,local,25% reduction in energy use,true
Sustainable Library,5/2/2007,26374981,Renewable energy sources,Town Square,LEED Gold,Green Building Solutions,LEED,10/31/2023,22,Limited,high-efficiency,certified,30% reduction in energy use,false
Sustainable Library,8/23/2023,11480447,Energy-efficient design,Metropolitan Area,Not Applicable,Sustainable Builders,ISO 14001,1/12/2024,95,Limited,high-efficiency,sustainable,25% reduction in energy use,true
Green Office Building,12/25/2018,7658350,Renewable energy sources,Metropolitan Area,LEED Silver,Green Architects Inc.,LEED,7/1/2023,96,Yes,high-efficiency,reclaimed,30% reduction in energy use,false
Eco Elementary School,5/27/2015,95913471,Energy-efficient design,Downtown,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,8/5/2023,59,No,low-flow,local,40% reduction in energy use,true
Green Office Building,2/28/2013,75423548,Energy-efficient design,Town Square,LEED Certified,Green Building Solutions,LEED,1/15/2024,46,Limited,high-efficiency,local,40% reduction in energy use,false
Eco Elementary School,10/13/2013,9300254,LEED Platinum certified,City Centre,LEED Certified,Sustainable Builders,ENERGY STAR Certified,9/29/2023,10,Yes,high-efficiency,certified,40% reduction in energy use,false
Green Office Building,5/17/2020,34329252,Energy-efficient design,Town Square,LEED Silver,Green Architects Inc.,Green Globes,10/17/2023,15,Yes,low-flow,reclaimed,40% reduction in energy use,false
Sustainable Library,3/18/2017,27169431,Rainwater harvesting,Town Square,LEED Certified,EcoBuild Constructions,LEED,7/12/2023,74,Yes,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,8/3/2016,27125730,Green roof,Central District,LEED Certified,Eco-Friendly Designs,LEED,10/21/2023,75,Limited,low-flow,certified,30% reduction in energy use,false
Green Office Building,7/12/2015,73397246,Renewable energy sources,Downtown,LEED Certified,Green Architects Inc.,LEED,7/16/2023,35,Yes,low-flow,certified,40% reduction in energy use,false
Sustainable Library,8/10/2012,4093338,Green roof,Central District,LEED Certified,Sustainable Builders,Green Globes,1/21/2024,72,Limited,high-efficiency,recycled,40% reduction in energy use,true
Green Office Building,4/11/2016,13621107,Rainwater harvesting,Metropolitan Area,LEED Certified,Green Architects Inc.,LEED,2/10/2024,75,Limited,high-efficiency,local,30% reduction in energy use,true
Sustainable Library,1/18/2011,36978719,Renewable energy sources,City Centre,LEED Silver,Green Building Solutions,LEED,10/28/2023,24,Limited,low-flow,reclaimed,25% reduction in energy use,false
Green Office Building,9/20/2016,86401482,Energy-efficient design,City Centre,LEED Silver,Green Building Solutions,ENERGY STAR Certified,11/16/2023,83,Limited,high-efficiency,sustainable,25% reduction in energy use,false
Green Office Building,9/4/2007,33831876,Energy-efficient design,Central District,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,8/12/2023,16,Yes,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,6/15/2016,80608559,Energy-efficient design,Downtown,LEED Gold,Eco-Friendly Designs,ISO 14001,1/23/2024,4,Limited,high-efficiency,certified,30% reduction in energy use,true
Sustainable Library,4/8/2016,52392950,LEED Platinum certified,Downtown,LEED Certified,Green Building Solutions,LEED,12/30/2023,20,Yes,high-efficiency,local,40% reduction in energy use,false
Sustainable Library,1/3/2011,60132503,LEED Platinum certified,City Centre,LEED Gold,Sustainable Builders,LEED,9/26/2023,65,Limited,high-efficiency,certified,40% reduction in energy use,false
Sustainable Library,3/17/2019,4101857,Energy-efficient design,Downtown,LEED Silver,Sustainable Builders,LEED,3/3/2024,43,No,high-efficiency,sustainable,40% reduction in energy use,true
Eco Elementary School,7/3/2015,30635561,Rainwater harvesting,Downtown,LEED Silver,Sustainable Builders,LEED,2/2/2024,84,Yes,low-flow,sustainable,40% reduction in energy use,true
Green Office Building,8/23/2012,69964583,Energy-efficient design,Central District,LEED Certified,EcoBuild Constructions,LEED,12/17/2023,54,Limited,low-flow,certified,30% reduction in energy use,false
Green Office Building,12/14/2011,15574231,Renewable energy sources,Central District,LEED Platinum,Sustainable Builders,ENERGY STAR Certified,6/15/2023,7,No,high-efficiency,sustainable,40% reduction in energy use,false
Green Office Building,6/1/2015,19817445,Energy-efficient design,Metropolitan Area,LEED Certified,Green Building Solutions,Green Globes,2/4/2024,93,Yes,high-efficiency,sustainable,30% reduction in energy use,true
Sustainable Library,7/3/2020,74846244,LEED Platinum certified,Central District,LEED Silver,Green Architects Inc.,ENERGY STAR Certified,1/10/2024,87,Limited,high-efficiency,certified,40% reduction in energy use,false
Green Office Building,6/7/2022,86081104,Renewable energy sources,Downtown,LEED Certified,Green Architects Inc.,LEED,8/13/2023,97,Limited,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,6/11/2015,14136233,LEED Platinum certified,Town Square,LEED Certified,Green Architects Inc.,LEED,3/2/2024,43,Yes,high-efficiency,certified,40% reduction in energy use,false
Green Office Building,6/1/2013,44803787,Energy-efficient design,Metropolitan Area,LEED Gold,EcoBuild Constructions,LEED,1/28/2024,53,Yes,high-efficiency,reclaimed,40% reduction in energy use,false
Sustainable Library,3/31/2020,25606993,Energy-efficient design,Central District,Not Applicable,Green Architects Inc.,LEED,6/14/2023,56,Limited,low-flow,certified,30% reduction in energy use,false
Eco Elementary School,10/4/2016,88661141,Renewable energy sources,Downtown,LEED Certified,EcoBuild Constructions,LEED,6/26/2023,71,Yes,low-flow,sustainable,25% reduction in energy use,true
Green Office Building,4/1/2023,1364634,Green roof,Town Square,LEED Certified,Sustainable Builders,ISO 14001,12/17/2023,73,Limited,high-efficiency,sustainable,40% reduction in energy use,false
Eco Elementary School,8/19/2023,60619888,Renewable energy sources,Town Square,LEED Silver,Green Architects Inc.,LEED,7/1/2023,65,Limited,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,7/14/2015,20329684,LEED Platinum certified,Central District,LEED Gold,EcoBuild Constructions,LEED,7/14/2023,98,Yes,high-efficiency,sustainable,40% reduction in energy use,false
Eco Elementary School,5/17/2021,13927968,Rainwater harvesting,Town Square,LEED Silver,Sustainable Builders,ENERGY STAR Certified,9/14/2023,62,Yes,high-efficiency,local,25% reduction in energy use,true
Green Office Building,3/28/2014,40658360,Rainwater harvesting,Metropolitan Area,LEED Gold,Eco-Friendly Designs,ENERGY STAR Certified,12/10/2023,54,Limited,low-flow,sustainable,40% reduction in energy use,false
Green Office Building,10/18/2015,64096899,Green roof,City Centre,LEED Certified,Green Building Solutions,Green Globes,9/11/2023,14,No,low-flow,certified,40% reduction in energy use,true
Green Office Building,8/23/2022,57708595,Rainwater harvesting,Central District,LEED Certified,Green Architects Inc.,LEED,1/21/2024,14,Yes,low-flow,certified,30% reduction in energy use,true
Green Office Building,5/5/2007,18954280,Green roof,Central District,Not Applicable,Green Architects Inc.,LEED,11/27/2023,38,Yes,low-flow,certified,25% reduction in energy use,false
Sustainable Library,3/26/2009,70134818,LEED Platinum certified,Town Square,LEED Certified,Green Architects Inc.,LEED,12/19/2023,13,No,low-flow,certified,30% reduction in energy use,true
Eco Elementary School,3/7/2012,49714636,Renewable energy sources,Metropolitan Area,LEED Silver,Green Architects Inc.,LEED,6/21/2023,64,Limited,low-flow,reclaimed,40% reduction in energy use,false
Green Office Building,7/29/2010,97380687,Energy-efficient design,Metropolitan Area,LEED Certified,Eco-Friendly Designs,ISO 14001,6/21/2023,94,No,low-flow,certified,40% reduction in energy use,false
Sustainable Library,7/2/2016,35785155,LEED Platinum certified,Metropolitan Area,LEED Silver,Eco-Friendly Designs,ENERGY STAR Certified,12/17/2023,44,Limited,low-flow,certified,40% reduction in energy use,false
Sustainable Library,10/14/2006,68842059,Energy-efficient design,Town Square,LEED Silver,EcoBuild Constructions,ENERGY STAR Certified,7/18/2023,7,Limited,low-flow,local,40% reduction in energy use,true
Green Office Building,3/2/2006,53879422,Energy-efficient design,Metropolitan Area,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,5/26/2023,65,Limited,low-flow,local,40% reduction in energy use,false
Eco Elementary School,2/14/2008,22060046,Green roof,Metropolitan Area,LEED Silver,Eco-Friendly Designs,LEED,8/1/2023,4,Yes,low-flow,recycled,40% reduction in energy use,true
