ContractTitle,ContractDate,ContractAmount,ContractDescription,Location           ,LEEDCertificationLevel,Architect/Contractor,SustainabilityRatings,ProjectTimeline,RenewableEnergyUse,WasteManagementPractices,WaterEfficiency,MaterialsSourcing,SustainabilityGoals,Eco-Friendly
Green Office Building,2/19/2009,67583178,Green roof,City Centre,5 Level - LEED Platinum,Eco-Friendly Designs,1 Level - ENERGY STAR Certified,3/2/2024,38,2 - Limited,2 - high-efficiency,1 - local,40% reduction in energy use,false
Eco Elementary School,9/5/2015,68458752,LEED Platinum certified,Central District,5 Level - LEED Platinum,Eco-Friendly Designs,1 Level - ENERGY STAR Certified,1/2/2024,56,3 - Yes,2 - high-efficiency,1 - local,25% reduction in energy use,false
Green Office Building,4/10/2017,18681709,Green roof,Metropolitan Area,3 Level - LEED Silver,Green Building Solutions,4 Level -  ISO 14001,2/5/2024,60,2 - Limited,1 - low-flow,2 - recycled,25% reduction in energy use,false
Sustainable Library,12/11/2007,28681287,Energy-efficient design,Town Square,5 Level - LEED Platinum,EcoBuild Constructions,2 Level - LEED,5/15/2023,6,2 - Limited,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Eco Elementary School,3/1/2022,10582854,LEED Platinum certified,Metropolitan Area,5 Level - LEED Platinum,EcoBuild Constructions,4 Level -  ISO 14001,2/8/2024,80,2 - Limited,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Sustainable Library,5/28/2015,91043921,Rainwater harvesting,Metropolitan Area,5 Level - LEED Platinum,Eco-Friendly Designs,2 Level - LEED,12/20/2023,56,3 - Yes,1 - low-flow,5 - certified,40% reduction in energy use,false
Eco Elementary School,7/25/2022,93803964,LEED Platinum certified,Central District,2 Level - LEED Certified,Sustainable Builders,3 Level - Green Globes,11/11/2023,59,2 - Limited,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Eco Elementary School,2/25/2018,76053496,Renewable energy sources,City Centre,4 Level - LEED Gold,Green Architects Inc.,4 Level -  ISO 14001,5/17/2023,37,2 - Limited,2 - high-efficiency,3 - sustainable,30% reduction in energy use,true
Green Office Building,1/31/2007,52745423,Renewable energy sources,Metropolitan Area,1 Level - Not Applicable,EcoBuild Constructions,3 Level - Green Globes,1/21/2024,93,3 - Yes,2 - high-efficiency,3 - sustainable,40% reduction in energy use,false
Eco Elementary School,5/10/2010,12195961,Energy-efficient design,Town Square,2 Level - LEED Certified,EcoBuild Constructions,4 Level -  ISO 14001,3/8/2024,87,3 - Yes,2 - high-efficiency,4 - reclaimed,30% reduction in energy use,true
Green Office Building,10/21/2010,40633453,Green roof,Central District,5 Level - LEED Platinum,Green Building Solutions,1 Level - ENERGY STAR Certified,2/18/2024,37,1- No,2 - high-efficiency,5 - certified,25% reduction in energy use,false
Sustainable Library,5/23/2013,81416268,Renewable energy sources,Town Square,5 Level - LEED Platinum,EcoBuild Constructions,2 Level - LEED,3/5/2024,41,3 - Yes,2 - high-efficiency,5 - certified,30% reduction in energy use,true
Green Office Building,12/17/2021,38695020,LEED Platinum certified,City Centre,4 Level - LEED Gold,Sustainable Builders,2 Level - LEED,10/1/2023,55,3 - Yes,1 - low-flow,4 - reclaimed,40% reduction in energy use,true
Green Office Building,11/19/2021,65499715,LEED Platinum certified,Downtown,5 Level - LEED Platinum,Green Architects Inc.,4 Level -  ISO 14001,1/13/2024,18,2 - Limited,1 - low-flow,5 - certified,40% reduction in energy use,true
Sustainable Library,3/25/2017,66167402,Rainwater harvesting,Downtown,2 Level - LEED Certified,Sustainable Builders,3 Level - Green Globes,2/29/2024,86,3 - Yes,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Green Office Building,9/16/2007,82686356,Green roof,Downtown,3 Level - LEED Silver,Sustainable Builders,4 Level -  ISO 14001,11/29/2023,36,2 - Limited,2 - high-efficiency,3 - sustainable,40% reduction in energy use,false
Sustainable Library,10/21/2019,98717954,Green roof,Metropolitan Area,2 Level - LEED Certified,Eco-Friendly Designs,2 Level - LEED,10/3/2023,100,3 - Yes,2 - high-efficiency,3 - sustainable,25% reduction in energy use,true
Green Office Building,12/20/2017,39480560,LEED Platinum certified,Town Square,4 Level - LEED Gold,Eco-Friendly Designs,3 Level - Green Globes,9/4/2023,90,2 - Limited,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Green Office Building,4/27/2008,14976681,Rainwater harvesting,Central District,4 Level - LEED Gold,Green Building Solutions,2 Level - LEED,9/10/2023,14,1- No,2 - high-efficiency,5 - certified,25% reduction in energy use,true
Eco Elementary School,10/28/2022,67052486,LEED Platinum certified,Town Square,5 Level - LEED Platinum,Eco-Friendly Designs,4 Level -  ISO 14001,8/30/2023,75,3 - Yes,2 - high-efficiency,3 - sustainable,25% reduction in energy use,false
Green Office Building,8/6/2019,54476284,Renewable energy sources,City Centre,5 Level - LEED Platinum,Green Building Solutions,4 Level -  ISO 14001,1/20/2024,50,2 - Limited,2 - high-efficiency,5 - certified,25% reduction in energy use,true
Eco Elementary School,8/8/2023,12517917,Energy-efficient design,Metropolitan Area,4 Level - LEED Gold,Sustainable Builders,2 Level - LEED,8/26/2023,3,2 - Limited,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,true
Eco Elementary School,3/3/2006,74560797,Green roof,Metropolitan Area,4 Level - LEED Gold,Green Building Solutions,4 Level -  ISO 14001,2/11/2024,40,2 - Limited,1 - low-flow,2 - recycled,40% reduction in energy use,true
Sustainable Library,11/9/2018,225828,Rainwater harvesting,Metropolitan Area,4 Level - LEED Gold,EcoBuild Constructions,4 Level -  ISO 14001,9/16/2023,53,3 - Yes,1 - low-flow,5 - certified,40% reduction in energy use,true
Sustainable Library,3/26/2021,32098249,Green roof,Town Square,2 Level - LEED Certified,Green Building Solutions,4 Level -  ISO 14001,1/30/2024,59,2 - Limited,2 - high-efficiency,3 - sustainable,25% reduction in energy use,false
Eco Elementary School,10/10/2016,92154752,Renewable energy sources,Metropolitan Area,5 Level - LEED Platinum,Green Architects Inc.,3 Level - Green Globes,1/9/2024,25,3 - Yes,1 - low-flow,5 - certified,40% reduction in energy use,false
Green Office Building,10/24/2010,65545314,LEED Platinum certified,Town Square,5 Level - LEED Platinum,Sustainable Builders,2 Level - LEED,10/10/2023,4,2 - Limited,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Green Office Building,5/26/2010,90041792,Rainwater harvesting,City Centre,5 Level - LEED Platinum,Green Architects Inc.,3 Level - Green Globes,7/4/2023,81,3 - Yes,2 - high-efficiency,4 - reclaimed,30% reduction in energy use,true
Eco Elementary School,9/7/2015,72987132,Energy-efficient design,Town Square,4 Level - LEED Gold,EcoBuild Constructions,2 Level - LEED,1/25/2024,54,1- No,2 - high-efficiency,1 - local,40% reduction in energy use,true
Sustainable Library,9/21/2017,3199675,Renewable energy sources,Downtown,4 Level - LEED Gold,EcoBuild Constructions,4 Level -  ISO 14001,12/7/2023,54,2 - Limited,1 - low-flow,4 - reclaimed,40% reduction in energy use,false
Green Office Building,10/30/2021,95328060,Energy-efficient design,City Centre,3 Level - LEED Silver,Green Architects Inc.,4 Level -  ISO 14001,2/10/2024,6,2 - Limited,1 - low-flow,5 - certified,30% reduction in energy use,true
Eco Elementary School,2/17/2011,7793488,Energy-efficient design,Metropolitan Area,5 Level - LEED Platinum,Green Architects Inc.,4 Level -  ISO 14001,7/7/2023,42,3 - Yes,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Eco Elementary School,9/17/2011,40662606,LEED Platinum certified,Metropolitan Area,4 Level - LEED Gold,Green Building Solutions,4 Level -  ISO 14001,10/23/2023,31,2 - Limited,1 - low-flow,4 - reclaimed,25% reduction in energy use,true
Sustainable Library,1/14/2014,12881353,LEED Platinum certified,Metropolitan Area,5 Level - LEED Platinum,Green Architects Inc.,4 Level -  ISO 14001,11/28/2023,66,3 - Yes,2 - high-efficiency,5 - certified,25% reduction in energy use,true
Sustainable Library,3/10/2010,36528455,Renewable energy sources,Metropolitan Area,5 Level - LEED Platinum,EcoBuild Constructions,4 Level -  ISO 14001,11/3/2023,13,3 - Yes,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,false
Green Office Building,10/24/2009,50014275,Green roof,Town Square,4 Level - LEED Gold,Green Building Solutions,4 Level -  ISO 14001,9/20/2023,24,1- No,1 - low-flow,5 - certified,30% reduction in energy use,true
Eco Elementary School,12/2/2016,9737014,LEED Platinum certified,Metropolitan Area,4 Level - LEED Gold,Green Architects Inc.,4 Level -  ISO 14001,8/9/2023,76,2 - Limited,1 - low-flow,4 - reclaimed,40% reduction in energy use,true
Sustainable Library,7/26/2015,92647002,Energy-efficient design,Town Square,4 Level - LEED Gold,EcoBuild Constructions,3 Level - Green Globes,6/8/2023,14,3 - Yes,2 - high-efficiency,5 - certified,25% reduction in energy use,true
Green Office Building,10/20/2011,70202333,Green roof,Metropolitan Area,4 Level - LEED Gold,Eco-Friendly Designs,3 Level - Green Globes,7/31/2023,80,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Sustainable Library,3/10/2006,81318889,LEED Platinum certified,Central District,5 Level - LEED Platinum,Eco-Friendly Designs,3 Level - Green Globes,6/14/2023,62,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Eco Elementary School,10/11/2021,51086078,LEED Platinum certified,Town Square,4 Level - LEED Gold,Eco-Friendly Designs,4 Level -  ISO 14001,11/20/2023,28,1- No,1 - low-flow,5 - certified,30% reduction in energy use,true
Eco Elementary School,8/14/2018,81059830,Green roof,Town Square,2 Level - LEED Certified,Eco-Friendly Designs,4 Level -  ISO 14001,6/2/2023,39,3 - Yes,1 - low-flow,3 - sustainable,40% reduction in energy use,true
Green Office Building,5/11/2015,68324296,Rainwater harvesting,Central District,1 Level - Not Applicable,Eco-Friendly Designs,2 Level - LEED,3/4/2024,96,1- No,1 - low-flow,5 - certified,25% reduction in energy use,true
Sustainable Library,10/29/2013,96100382,Energy-efficient design,Downtown,3 Level - LEED Silver,Green Building Solutions,1 Level - ENERGY STAR Certified,8/18/2023,17,1- No,2 - high-efficiency,2 - recycled,25% reduction in energy use,true
Eco Elementary School,4/25/2010,19367218,LEED Platinum certified,Town Square,4 Level - LEED Gold,Eco-Friendly Designs,3 Level - Green Globes,9/29/2023,88,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Eco Elementary School,6/18/2013,49037810,Rainwater harvesting,City Centre,2 Level - LEED Certified,EcoBuild Constructions,4 Level -  ISO 14001,2/14/2024,77,2 - Limited,1 - low-flow,5 - certified,25% reduction in energy use,true
Eco Elementary School,3/3/2020,14242109,Rainwater harvesting,Metropolitan Area,2 Level - LEED Certified,Eco-Friendly Designs,3 Level - Green Globes,12/18/2023,32,2 - Limited,1 - low-flow,4 - reclaimed,25% reduction in energy use,true
Eco Elementary School,11/6/2016,85064422,Rainwater harvesting,Central District,3 Level - LEED Silver,Green Architects Inc.,4 Level -  ISO 14001,10/6/2023,47,3 - Yes,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Sustainable Library,1/18/2012,33886750,Rainwater harvesting,Metropolitan Area,5 Level - LEED Platinum,EcoBuild Constructions,2 Level - LEED,1/21/2024,33,2 - Limited,1 - low-flow,5 - certified,40% reduction in energy use,false
Sustainable Library,6/14/2016,3660752,Renewable energy sources,City Centre,5 Level - LEED Platinum,Eco-Friendly Designs,4 Level -  ISO 14001,7/1/2023,9,3 - Yes,2 - high-efficiency,5 - certified,25% reduction in energy use,false
Green Office Building,11/17/2012,65827323,Rainwater harvesting,City Centre,1 Level - Not Applicable,EcoBuild Constructions,4 Level -  ISO 14001,11/12/2023,11,1- No,1 - low-flow,2 - recycled,25% reduction in energy use,false
Eco Elementary School,8/5/2015,75552640,Rainwater harvesting,Metropolitan Area,5 Level - LEED Platinum,Eco-Friendly Designs,2 Level - LEED,9/26/2023,14,2 - Limited,1 - low-flow,3 - sustainable,40% reduction in energy use,false
Sustainable Library,11/16/2014,2073508,Energy-efficient design,City Centre,3 Level - LEED Silver,EcoBuild Constructions,3 Level - Green Globes,10/25/2023,87,1- No,1 - low-flow,3 - sustainable,25% reduction in energy use,false
Green Office Building,10/16/2021,78818597,Green roof,Town Square,4 Level - LEED Gold,Green Building Solutions,2 Level - LEED,10/20/2023,23,2 - Limited,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,false
Green Office Building,3/7/2007,96099739,Energy-efficient design,Downtown,4 Level - LEED Gold,Eco-Friendly Designs,4 Level -  ISO 14001,5/30/2023,59,2 - Limited,2 - high-efficiency,2 - recycled,30% reduction in energy use,true
Sustainable Library,3/16/2008,29286431,Rainwater harvesting,Town Square,2 Level - LEED Certified,Eco-Friendly Designs,4 Level -  ISO 14001,8/30/2023,49,3 - Yes,2 - high-efficiency,2 - recycled,30% reduction in energy use,false
Sustainable Library,4/2/2021,66744436,Rainwater harvesting,Downtown,2 Level - LEED Certified,Sustainable Builders,2 Level - LEED,2/11/2024,87,1- No,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Sustainable Library,10/2/2023,24078841,Green roof,Town Square,4 Level - LEED Gold,Eco-Friendly Designs,4 Level -  ISO 14001,1/16/2024,52,2 - Limited,1 - low-flow,2 - recycled,40% reduction in energy use,false
Eco Elementary School,7/27/2012,71549609,Energy-efficient design,City Centre,4 Level - LEED Gold,Green Building Solutions,3 Level - Green Globes,9/20/2023,30,2 - Limited,2 - high-efficiency,2 - recycled,30% reduction in energy use,false
Eco Elementary School,11/6/2019,27961091,Energy-efficient design,Central District,5 Level - LEED Platinum,Green Architects Inc.,3 Level - Green Globes,6/26/2023,80,1- No,1 - low-flow,4 - reclaimed,30% reduction in energy use,false
Sustainable Library,1/7/2018,87921439,Green roof,City Centre,4 Level - LEED Gold,Green Architects Inc.,4 Level -  ISO 14001,1/16/2024,48,3 - Yes,2 - high-efficiency,3 - sustainable,25% reduction in energy use,false
Eco Elementary School,10/17/2023,92576085,Rainwater harvesting,City Centre,4 Level - LEED Gold,EcoBuild Constructions,4 Level -  ISO 14001,8/12/2023,5,3 - Yes,2 - high-efficiency,1 - local,40% reduction in energy use,false
Sustainable Library,8/26/2010,13594792,Rainwater harvesting,Town Square,1 Level - Not Applicable,Green Architects Inc.,2 Level - LEED,1/10/2024,88,1- No,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Green Office Building,5/13/2018,87912057,Renewable energy sources,Downtown,5 Level - LEED Platinum,EcoBuild Constructions,4 Level -  ISO 14001,6/26/2023,44,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Eco Elementary School,12/7/2021,40653845,Green roof,Central District,4 Level - LEED Gold,EcoBuild Constructions,3 Level - Green Globes,9/29/2023,70,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Sustainable Library,2/5/2014,39019027,Green roof,Metropolitan Area,3 Level - LEED Silver,Green Building Solutions,4 Level -  ISO 14001,2/13/2024,31,1- No,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,false
Eco Elementary School,4/14/2007,68413377,LEED Platinum certified,Metropolitan Area,4 Level - LEED Gold,Green Building Solutions,3 Level - Green Globes,8/20/2023,4,3 - Yes,2 - high-efficiency,3 - sustainable,25% reduction in energy use,false
Eco Elementary School,5/22/2019,4578639,Renewable energy sources,Metropolitan Area,5 Level - LEED Platinum,Eco-Friendly Designs,1 Level - ENERGY STAR Certified,1/27/2024,15,2 - Limited,2 - high-efficiency,3 - sustainable,40% reduction in energy use,true
Green Office Building,11/22/2018,46539743,Green roof,Metropolitan Area,2 Level - LEED Certified,EcoBuild Constructions,2 Level - LEED,11/9/2023,51,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Green Office Building,2/2/2013,55718841,LEED Platinum certified,Central District,1 Level - Not Applicable,Eco-Friendly Designs,3 Level - Green Globes,5/19/2023,43,1- No,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,false
Sustainable Library,9/8/2010,15210904,LEED Platinum certified,Central District,3 Level - LEED Silver,Green Building Solutions,3 Level - Green Globes,6/7/2023,5,1- No,2 - high-efficiency,2 - recycled,40% reduction in energy use,true
Green Office Building,3/5/2019,43340469,LEED Platinum certified,Downtown,5 Level - LEED Platinum,Eco-Friendly Designs,3 Level - Green Globes,2/23/2024,5,3 - Yes,1 - low-flow,4 - reclaimed,40% reduction in energy use,false
Eco Elementary School,3/9/2020,53548139,LEED Platinum certified,Town Square,4 Level - LEED Gold,Eco-Friendly Designs,2 Level - LEED,2/26/2024,65,2 - Limited,2 - high-efficiency,3 - sustainable,40% reduction in energy use,false
Green Office Building,2/18/2009,30880787,Energy-efficient design,Central District,4 Level - LEED Gold,Green Architects Inc.,4 Level -  ISO 14001,10/4/2023,71,2 - Limited,1 - low-flow,3 - sustainable,40% reduction in energy use,false
