ContractTitle,ContractDate,ContractAmount,ContractDescription,Location           ,LEEDCertificationLevel,Architect/Contractor,SustainabilityRatings,ProjectTimeline,RenewableEnergyUse,WasteManagementPractices,WaterEfficiency,MaterialsSourcing,SustainabilityGoals,Eco-Friendly
Eco Elementary School,3/1/2023,363908.69,Energy-efficient design,Matara,LEED Gold,Green Architects Inc.,Green Globes,1/16/2024,30.42,No,high-efficiency,reclaimed,25% reduction in energy use,false
Eco Elementary School,8/13/2023,894500.33,Energy-efficient design,Negombo,Not Applicable,Eco-Friendly Designs,LEED,1/24/2024,74.06,No,low-flow,local,25% reduction in energy use,false
Eco Elementary School,3/17/2023,929248.01,LEED Platinum certified,Jaffna,LEED Certified,EcoBuild Constructions,LEED,6/27/2023,26.1,No,low-flow,recycled,25% reduction in energy use,false
Eco Elementary School,11/8/2022,123886.07,LEED Platinum certified,Colombo,LEED Platinum,Eco-Friendly Designs,Green Globes,12/3/2023,59.93,No,high-efficiency,reclaimed,30% reduction in energy use,false
Sustainable Library,1/26/2023,319347.33,Rainwater harvesting,Kurunegala,LEED Gold,Sustainable Builders,ENERGY STAR Certified,10/3/2023,11.91,Limited,high-efficiency,recycled,25% reduction in energy use,true
Green Office Building,11/13/2022,269585.32,LEED Platinum certified,Kandy,LEED Certified,Sustainable Builders,Green Globes,10/14/2023,70.45,Yes,high-efficiency,reclaimed,40% reduction in energy use,true
Green Office Building,5/20/2023,965004.2,Energy-efficient design,Colombo,LEED Certified,EcoBuild Constructions,Green Globes,6/18/2023,97.5,Limited,low-flow,reclaimed,25% reduction in energy use,true
Sustainable Library,12/19/2022,102795.83,LEED Platinum certified,Negombo,LEED Certified,Sustainable Builders,ENERGY STAR Certified,11/4/2023,23.74,Limited,high-efficiency,sustainable,25% reduction in energy use,true
Sustainable Library,9/8/2023,202067.1,Green roof,Kandy,LEED Platinum,Eco-Friendly Designs,LEED,8/11/2023,67.9,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Sustainable Library,5/29/2023,780249.86,Green roof,Galle,LEED Silve,Sustainable Builders,LEED,1/26/2024,30.99,Yes,low-flow,certified,25% reduction in energy use,false
Sustainable Library,8/29/2023,448707.93,LEED Platinum certified,Matara,LEED Platinum,Eco-Friendly Designs,ISO 14001,11/29/2023,20.52,Limited,low-flow,certified,25% reduction in energy use,false
Eco Elementary School,3/29/2023,643027.68,Green roof,Gampaha,LEED Platinum,Green Architects Inc.,ENERGY STAR Certified,6/6/2023,85.08,No,low-flow,recycled,25% reduction in energy use,false
Eco Elementary School,8/30/2023,792671.39,Renewable energy sources,Matara,LEED Certified,Green Building Solutions,ISO 14001,12/26/2023,16.72,No,low-flow,local,25% reduction in energy use,true
Green Office Building,12/15/2022,101337.34,LEED Platinum certified,Colombo,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,7/9/2023,15.9,Yes,low-flow,reclaimed,30% reduction in energy use,true
Eco Elementary School,12/26/2022,123419.92,Energy-efficient design,Negombo,Not Applicable,Green Architects Inc.,ENERGY STAR Certified,7/19/2023,21.66,No,low-flow,local,40% reduction in energy use,false
Sustainable Library,4/13/2023,279738.04,Renewable energy sources,Kurunegala,LEED Silve,Green Architects Inc.,ENERGY STAR Certified,11/12/2023,59.87,Limited,low-flow,recycled,30% reduction in energy use,false
Eco Elementary School,10/30/2022,366193.26,Energy-efficient design,Trincomalee,Not Applicable,Green Building Solutions,ENERGY STAR Certified,10/16/2023,78.63,Yes,low-flow,certified,40% reduction in energy use,true
Green Office Building,7/17/2023,592408.25,Green roof,Colombo,LEED Platinum,Eco-Friendly Designs,LEED,8/28/2023,84.32,No,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,3/9/2023,664366.03,Rainwater harvesting,Kandy,LEED Silve,EcoBuild Constructions,Green Globes,2/2/2024,55.43,Yes,high-efficiency,reclaimed,30% reduction in energy use,true
Green Office Building,5/18/2023,384329.18,Rainwater harvesting,Trincomalee,LEED Platinum,Eco-Friendly Designs,Green Globes,8/22/2023,38.13,No,high-efficiency,local,25% reduction in energy use,false
Eco Elementary School,12/13/2022,936532.8,Energy-efficient design,Trincomalee,LEED Silve,Sustainable Builders,ENERGY STAR Certified,3/6/2024,13.96,Limited,high-efficiency,sustainable,30% reduction in energy use,true
Green Office Building,4/4/2023,714528.26,Renewable energy sources,Trincomalee,LEED Platinum,Green Architects Inc.,ISO 14001,6/21/2023,49.74,Yes,low-flow,local,30% reduction in energy use,true
Eco Elementary School,8/20/2023,179599.38,LEED Platinum certified,Negombo,LEED Silve,Green Architects Inc.,LEED,5/24/2023,48.41,Limited,low-flow,recycled,40% reduction in energy use,true
Eco Elementary School,6/14/2023,588972.57,Rainwater harvesting,Kandy,LEED Gold,Green Architects Inc.,ISO 14001,7/26/2023,34.13,Yes,high-efficiency,sustainable,30% reduction in energy use,false
Sustainable Library,4/18/2023,346389.2,Renewable energy sources,Jaffna,LEED Certified,Green Building Solutions,Green Globes,9/10/2023,87.72,Limited,high-efficiency,certified,30% reduction in energy use,true
Sustainable Library,6/26/2023,829150.1,Rainwater harvesting,Galle,LEED Silve,Green Building Solutions,ISO 14001,12/17/2023,4.04,Limited,high-efficiency,local,30% reduction in energy use,true
Eco Elementary School,6/13/2023,278877.48,Rainwater harvesting,Gampaha,Not Applicable,EcoBuild Constructions,Green Globes,11/13/2023,15.55,No,high-efficiency,sustainable,25% reduction in energy use,false
Green Office Building,3/24/2023,401589.76,Renewable energy sources,Galle,LEED Platinum,Eco-Friendly Designs,Green Globes,7/28/2023,35.62,No,high-efficiency,local,40% reduction in energy use,true
Green Office Building,7/21/2023,382892.96,Green roof,Matara,LEED Silve,Sustainable Builders,LEED,7/21/2023,56.4,Yes,low-flow,certified,40% reduction in energy use,true
Sustainable Library,1/16/2023,202396.85,Green roof,Matara,LEED Gold,Sustainable Builders,LEED,11/4/2023,54.47,Yes,high-efficiency,local,30% reduction in energy use,true
Sustainable Library,5/23/2023,765504.25,Renewable energy sources,Jaffna,LEED Silve,Eco-Friendly Designs,ISO 14001,12/16/2023,38.53,Limited,low-flow,local,30% reduction in energy use,true
Sustainable Library,11/11/2022,875965.5,Green roof,Jaffna,LEED Gold,Eco-Friendly Designs,Green Globes,9/1/2023,93.15,No,high-efficiency,sustainable,40% reduction in energy use,true
Green Office Building,1/20/2023,261112.22,Renewable energy sources,Jaffna,LEED Silve,EcoBuild Constructions,ENERGY STAR Certified,10/1/2023,13.55,Yes,high-efficiency,recycled,30% reduction in energy use,true
Eco Elementary School,8/30/2023,145424.67,Rainwater harvesting,Jaffna,LEED Gold,Green Building Solutions,ISO 14001,9/5/2023,24.96,Limited,high-efficiency,local,40% reduction in energy use,true
Sustainable Library,12/19/2022,173989.74,Energy-efficient design,Galle,LEED Certified,Green Building Solutions,LEED,3/6/2024,39.5,No,low-flow,local,25% reduction in energy use,false
Green Office Building,2/21/2023,323053.35,Energy-efficient design,Negombo,LEED Platinum,Green Building Solutions,LEED,2/10/2024,72.64,No,low-flow,sustainable,25% reduction in energy use,true
Green Office Building,11/20/2022,520826.13,Green roof,Kandy,LEED Certified,Sustainable Builders,LEED,2/27/2024,56.99,Limited,low-flow,certified,25% reduction in energy use,false
Eco Elementary School,2/21/2023,194161.28,LEED Platinum certified,Trincomalee,LEED Platinum,Eco-Friendly Designs,ISO 14001,10/16/2023,98.24,No,low-flow,sustainable,25% reduction in energy use,true
Eco Elementary School,4/20/2023,159387.69,Green roof,Trincomalee,LEED Silve,Eco-Friendly Designs,Green Globes,10/1/2023,72.74,Limited,low-flow,recycled,40% reduction in energy use,false
Eco Elementary School,11/10/2022,101754.85,Rainwater harvesting,Jaffna,LEED Platinum,Green Architects Inc.,ISO 14001,2/23/2024,41.29,Limited,low-flow,recycled,30% reduction in energy use,true
Sustainable Library,3/28/2023,780674.49,Rainwater harvesting,Gampaha,LEED Silve,EcoBuild Constructions,ISO 14001,7/14/2023,22.38,Yes,low-flow,recycled,40% reduction in energy use,true
Green Office Building,12/19/2022,808886.1,Renewable energy sources,Kurunegala,Not Applicable,Eco-Friendly Designs,ENERGY STAR Certified,11/27/2023,96.18,Limited,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,11/17/2022,386227.51,Energy-efficient design,Kandy,LEED Gold,Green Architects Inc.,LEED,9/21/2023,4.93,Limited,low-flow,recycled,25% reduction in energy use,true
Eco Elementary School,2/27/2023,323776.35,Energy-efficient design,Kurunegala,LEED Certified,Green Architects Inc.,Green Globes,2/29/2024,95.41,No,high-efficiency,sustainable,30% reduction in energy use,false
Green Office Building,10/29/2022,845683.11,Rainwater harvesting,Colombo,Not Applicable,Green Architects Inc.,LEED,5/25/2023,66.33,Limited,low-flow,recycled,30% reduction in energy use,true
Sustainable Library,3/7/2023,919163.14,LEED Platinum certified,Matara,LEED Gold,Sustainable Builders,ISO 14001,11/20/2023,1.16,No,high-efficiency,certified,25% reduction in energy use,true
Green Office Building,8/23/2023,507551.62,Renewable energy sources,Colombo,LEED Silve,Green Building Solutions,ENERGY STAR Certified,2/14/2024,96.27,Limited,low-flow,reclaimed,40% reduction in energy use,true
Green Office Building,6/27/2023,333242.6,LEED Platinum certified,Colombo,LEED Certified,Eco-Friendly Designs,Green Globes,5/27/2023,62.8,Yes,low-flow,sustainable,25% reduction in energy use,true
Green Office Building,11/20/2022,255326.0,Rainwater harvesting,Kandy,LEED Certified,Green Building Solutions,LEED,11/6/2023,1.55,Limited,low-flow,reclaimed,40% reduction in energy use,true
Sustainable Library,7/24/2023,590883.83,Rainwater harvesting,Kurunegala,LEED Gold,Green Architects Inc.,ISO 14001,11/29/2023,46.42,Limited,high-efficiency,sustainable,40% reduction in energy use,true
Eco Elementary School,12/7/2022,121838.6,Green roof,Galle,LEED Gold,Green Architects Inc.,ENERGY STAR Certified,2/28/2024,58.98,Limited,high-efficiency,recycled,25% reduction in energy use,true
Sustainable Library,8/5/2023,407169.7,Rainwater harvesting,Negombo,Not Applicable,Eco-Friendly Designs,ENERGY STAR Certified,5/30/2023,68.0,Yes,high-efficiency,recycled,25% reduction in energy use,false
Eco Elementary School,6/8/2023,491687.57,Rainwater harvesting,Colombo,LEED Gold,Sustainable Builders,ISO 14001,1/6/2024,93.5,Limited,high-efficiency,recycled,40% reduction in energy use,false
Sustainable Library,9/17/2023,324411.75,Renewable energy sources,Anuradhapura,LEED Certified,Green Building Solutions,LEED,7/26/2023,17.64,No,low-flow,reclaimed,30% reduction in energy use,false
Sustainable Library,8/24/2023,624058.59,Rainwater harvesting,Anuradhapura,LEED Silve,Green Building Solutions,ENERGY STAR Certified,10/24/2023,10.46,Yes,high-efficiency,reclaimed,40% reduction in energy use,true
Sustainable Library,5/27/2023,958325.34,Green roof,Trincomalee,LEED Silve,Green Building Solutions,LEED,2/7/2024,11.79,Yes,high-efficiency,local,30% reduction in energy use,true
Sustainable Library,8/8/2023,148204.91,Renewable energy sources,Jaffna,LEED Silve,Eco-Friendly Designs,ENERGY STAR Certified,10/30/2023,57.47,Limited,high-efficiency,recycled,25% reduction in energy use,false
Sustainable Library,9/15/2023,459843.52,Renewable energy sources,Trincomalee,LEED Silve,EcoBuild Constructions,ENERGY STAR Certified,2/17/2024,91.81,Limited,high-efficiency,certified,25% reduction in energy use,true
Sustainable Library,8/31/2023,953121.44,Green roof,Jaffna,LEED Platinum,Green Architects Inc.,ENERGY STAR Certified,11/26/2023,1.31,No,low-flow,reclaimed,30% reduction in energy use,false
Green Office Building,12/15/2022,534216.43,Renewable energy sources,Anuradhapura,LEED Silve,Eco-Friendly Designs,ENERGY STAR Certified,8/30/2023,77.63,Limited,high-efficiency,certified,25% reduction in energy use,false
Green Office Building,6/2/2023,893568.53,Rainwater harvesting,Colombo,LEED Gold,Sustainable Builders,ENERGY STAR Certified,8/12/2023,18.65,Yes,high-efficiency,local,40% reduction in energy use,true
Sustainable Library,10/12/2023,858273.64,LEED Platinum certified,Anuradhapura,LEED Silve,Green Building Solutions,ENERGY STAR Certified,1/28/2024,76.82,Yes,high-efficiency,reclaimed,25% reduction in energy use,true
Sustainable Library,11/6/2022,650017.07,Energy-efficient design,Gampaha,LEED Gold,Green Building Solutions,LEED,8/7/2023,98.99,No,low-flow,recycled,40% reduction in energy use,false
Eco Elementary School,7/10/2023,306372.67,Green roof,Negombo,LEED Silve,EcoBuild Constructions,LEED,7/24/2023,70.92,Limited,high-efficiency,recycled,30% reduction in energy use,false
Green Office Building,9/19/2023,317095.39,Energy-efficient design,Anuradhapura,LEED Certified,Green Building Solutions,LEED,8/21/2023,8.53,Limited,low-flow,recycled,40% reduction in energy use,true
Green Office Building,8/18/2023,353205.38,Energy-efficient design,Negombo,Not Applicable,Green Architects Inc.,LEED,12/23/2023,68.57,No,low-flow,recycled,25% reduction in energy use,true
Green Office Building,4/10/2023,777008.21,Rainwater harvesting,Kurunegala,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,7/26/2023,4.43,No,low-flow,recycled,40% reduction in energy use,true
Sustainable Library,7/1/2023,694055.85,Rainwater harvesting,Colombo,Not Applicable,Eco-Friendly Designs,Green Globes,12/18/2023,61.27,No,low-flow,sustainable,25% reduction in energy use,false
Eco Elementary School,12/11/2022,894753.67,LEED Platinum certified,Colombo,LEED Gold,Eco-Friendly Designs,ISO 14001,1/19/2024,59.29,Limited,low-flow,certified,40% reduction in energy use,false
Sustainable Library,2/18/2023,561453.97,Rainwater harvesting,Kurunegala,LEED Silve,EcoBuild Constructions,ISO 14001,5/27/2023,32.77,Yes,low-flow,local,25% reduction in energy use,true
Eco Elementary School,11/25/2022,340468.74,Rainwater harvesting,Negombo,LEED Platinum,Green Building Solutions,ISO 14001,12/28/2023,52.03,Limited,high-efficiency,recycled,30% reduction in energy use,false
Eco Elementary School,1/29/2023,621981.86,Renewable energy sources,Kandy,LEED Platinum,Green Architects Inc.,ISO 14001,9/2/2023,37.45,No,high-efficiency,recycled,30% reduction in energy use,false
Sustainable Library,10/5/2023,327654.14,Rainwater harvesting,Gampaha,LEED Silve,Green Building Solutions,ISO 14001,11/26/2023,73.07,Yes,high-efficiency,reclaimed,25% reduction in energy use,true
Sustainable Library,12/11/2022,314165.7,LEED Platinum certified,Matara,LEED Gold,Green Building Solutions,LEED,11/10/2023,48.53,Yes,high-efficiency,certified,30% reduction in energy use,true
Eco Elementary School,5/24/2023,514489.75,Energy-efficient design,Kandy,LEED Certified,Green Building Solutions,LEED,5/17/2023,35.47,Yes,low-flow,sustainable,40% reduction in energy use,true
Sustainable Library,6/27/2023,607486.25,Energy-efficient design,Negombo,LEED Gold,Sustainable Builders,ENERGY STAR Certified,5/19/2023,18.39,Limited,low-flow,certified,25% reduction in energy use,true
Green Office Building,5/31/2023,459676.68,Energy-efficient design,Trincomalee,LEED Gold,Eco-Friendly Designs,Green Globes,12/30/2023,28.63,Limited,high-efficiency,recycled,30% reduction in energy use,true
Eco Elementary School,5/27/2023,852729.91,Rainwater harvesting,Jaffna,LEED Certified,Green Building Solutions,ENERGY STAR Certified,8/5/2023,19.44,Yes,low-flow,reclaimed,30% reduction in energy use,false
Sustainable Library,10/17/2023,736731.25,Energy-efficient design,Negombo,Not Applicable,EcoBuild Constructions,ENERGY STAR Certified,2/15/2024,18.2,Yes,low-flow,recycled,40% reduction in energy use,true
Eco Elementary School,2/27/2023,551052.22,Rainwater harvesting,Gampaha,LEED Platinum,Green Building Solutions,ISO 14001,2/29/2024,66.15,No,high-efficiency,recycled,25% reduction in energy use,true
Eco Elementary School,7/3/2023,576297.47,Rainwater harvesting,Jaffna,Not Applicable,Eco-Friendly Designs,LEED,11/9/2023,41.94,No,low-flow,certified,25% reduction in energy use,true
Sustainable Library,3/1/2023,687672.14,Renewable energy sources,Kurunegala,LEED Silve,Green Building Solutions,ENERGY STAR Certified,8/13/2023,68.73,Limited,high-efficiency,local,30% reduction in energy use,false
Eco Elementary School,1/29/2023,102556.53,Green roof,Jaffna,LEED Gold,EcoBuild Constructions,LEED,12/19/2023,34.42,No,low-flow,local,25% reduction in energy use,true
Green Office Building,5/3/2023,254181.89,LEED Platinum certified,Matara,LEED Platinum,Sustainable Builders,Green Globes,6/30/2023,82.85,No,low-flow,sustainable,30% reduction in energy use,true
Green Office Building,7/27/2023,163856.4,LEED Platinum certified,Negombo,LEED Silve,Sustainable Builders,LEED,10/9/2023,10.07,Limited,high-efficiency,recycled,30% reduction in energy use,false
Eco Elementary School,10/27/2022,729102.47,Renewable energy sources,Anuradhapura,LEED Gold,EcoBuild Constructions,ISO 14001,8/19/2023,36.36,Limited,low-flow,local,40% reduction in energy use,true
